País,ID Candidato,Género,Carrera Gestional,Avance,Semestres Totales,Postulados Si/No,Evaluados Si/No,Altamente Recomendado,Operaciones-Calidad,MTTO-DIMA,Comercial-Planeamiento,DIGI-SC,Resto-Soft,Apto/No Apto,Destacado Pym,Ingles,Apto,Destacado,Ingresados Si/No
México,220321014,F,Ing. Mecatrónica/Electrónica,8,9,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Highly Recommend,,,,,,
México,220321077,M,Ing. Mecatrónica/Electrónica,8,9,,,,,,,,,,,,,,
México,220321070,M,Ing. Diseño Automotriz,10,10,Si,Si,,,,,,,,,,,,
México,220321057,M,Ing. Desarrollo Sustentable,Egresado,,Si,,,,,,,,,,,,,
México,220321046,M,Ing. Tecnologías Computacionales,8,9,,,,,,,,,,,,,,
México,220321029,F,Ing. Industrial,7,9,,,,,,,,,,,,,,
México,220321062,F,Ing. Tecnologías Computacionales,8,9,Si,Si,Si,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Recommend,,,C1 - Advanced,,,
México,220321010,F,Administración,8,9,,,,,,,,,,,,,,
México,230321008,M,Ing. Química,Egresado,9,Si,,,,,,,,,,,,,
México,230321104,M,Ing. Mecatrónica/Electrónica,8,9,Si,Si,Si,Highly Recommend,Highly Recommend,Highly Recommend,Highly Recommend,Do Not Recommend,Apto,Destacado,C1 - Advanced,Apto,Si,Si
México,230321100,F,Administración,Egresado,9,,,,,,,,,,,,,,
México,230321130,M,Ing. Química,9,9,,,,,,,,,,,,,,
México,230321128,M,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321205,M,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321115,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321080,M,Ing. Mecatrónica/Electrónica,9,9,,,,,,,,,,,,,,
México,230321016,M,Ing. Mecatrónica/Electrónica,7,9,Si,Si,Si,Do Not Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,,,,,,
México,230321124,M,Ing. Mecánica,Egresado,9,Si,,,,,,,,,,,,,
México,230321045,F,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,230321269,F,Ing. Industrial,Egresado,9,,,,,,,,,,,,,,
México,230321073,M,Ing. Química,9,9,Si,Si,Si,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,B2 - High Intermediate,,,
México,230321248,M,Economía/Finanzas,7,9,,,,,,,,,,,,,,
México,230321202,M,Ing. Industrial,10,9,Si,Si,Si,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Recommend,,,,,,
México,230321125,M,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321239,F,Ing. Mecánica,Egresado,9,,,,,,,,,,,,,,
México,230321200,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321110,F,Ing. Industrial,10,9,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,,,,,,
México,230321249,F,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,230321127,F,Administración,9,9,,,,,,,,,,,,,,
México,230321243,F,Ing. Industrial,8,9,Si,Si,Si,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Apto,Destacado,C1 - Advanced,Apto,Si,Si
México,230321207,F,Ing. Industrial,10,9,Si,Si,Si,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321232,F,Ing. Química,4,9,,,,,,,,,,,,,,
México,230321039,F,Relaciones Internacionales,Egresado,9,,,,,,,,,,,,,,
México,230321070,M,Ing. Industrial,7,9,Si,Si,Si,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Highly Recommend,,,,,,
México,230321166,M,Ing. Mecánica,8,9,,,,,,,,,,,,,,
México,230321185,M,Ing. Diseño Automotriz,9,9,,,,,,,,,,,,,,
México,230321193,M,Ing. Industrial,9,9,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,,,,,,
México,230321244,M,Ing. Industrial,Egresado,9,,,,,,,,,,,,,,
México,230321053,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321116,F,Ing. Nanotecnología,8,9,Si,Si,Si,Recommend,Highly Recommend,Highly Recommend,Highly Recommend,Highly Recommend,Apto,,B2 - High Intermediate,,,Si
México,230321107,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321222,M,Ing. Civil,9,9,Si,,,,,,,,,,,,,
México,230321238,M,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321183,M,Ing. Mecánica,6,9,Si,Si,Si,Highly Recommend,Recommend,Highly Recommend,Highly Recommend,Highly Recommend,,,,,,
México,230321026,M,Ing. Química,8,9,,,,,,,,,,,,,,
México,230321085,F,Mercadotecnia,4,9,Si,Si,,,,,,,,,,,,
México,230321036,F,Ing. Química,9,9,Si,Si,,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,,,,,,
México,230321058,F,Ing. Mecatrónica/Electrónica,10,9,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321049,F,Economía/Finanzas,Egresado,9,Si,,,,,,,,,,,,,
México,230321178,M,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321069,M,Ing. Tecnologías Computacionales,9,9,,,,,,,,,,,,,,
México,230321159,M,Relaciones Internacionales,6,9,,,,,,,,,,,,,,
México,230321245,M,Ing. Mecatrónica/Electrónica,8,9,,,,,,,,,,,,,,
México,230321261,M,Ing. Industrial,6,9,,,,,,,,,,,,,,
México,230321150,M,Ing. Mecánica,6,9,Si,Si,,Recommend,Do Not Recommend,Recommend,Recommend,Do Not Recommend,,,,,,
México,230321254,M,Ing. Mecatrónica/Electrónica,9,9,,,,,,,,,,,,,,
México,230321007,F,Ing. Desarrollo Sustentable,Egresado,9,Si,,,,,,,,,,,,,
México,230321032,F,Ing. Química,6,9,Si,Si,Si,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321067,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321022,F,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,230321010,F,Ing. Química,Egresado,9,Si,,,,,,,,,,,,,
México,230321014,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321236,F,Ing. Química,Egresado,9,,,,,,,,,,,,,,
México,230321219,M,Economía/Finanzas,6,9,,,,,,,,,,,,,,
México,230321140,F,Ing. Industrial,7,9,Si,,,,,,,,,,,,,
México,230321208,F,Ing. Química,10,9,Si,Si,Si,Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,,,C2 - Mastery,,,
México,230321223,F,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,230321148,F,Ing. Mecatrónica/Electrónica,7,9,,,,,,,,,,,,,,
México,230321074,F,Ing. Mecatrónica/Electrónica,10,9,Si,Si,Si,Do Not Recommend,Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,,,C1 - Advanced,,,
México,230321098,F,Ing. Mecánica,Egresado,9,Si,,,,,,,,,,,,,
México,230321114,M,Ing. Nanotecnología,10,9,Si,Si,,,,,,,,,,,,
México,230321038,F,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,230321160,F,Contabilidad,4,9,,,,,,,,,,,,,,
México,230321040,F,Ing. Química,10,9,Si,Si,Si,Highly Recommend,Highly Recommend,Recommend,Do Not Recommend,Do Not Recommend,Apto,,C2 - Mastery,Apto,,
México,230321230,F,Ing. Desarrollo Sustentable,8,9,,,,,,,,,,,,,,
México,230321059,F,Mercadotecnia,4,9,,,,,,,,,,,,,,
México,230321255,M,Ing. Industrial,5,9,,,,,,,,,,,,,,
México,230321105,M,Ing. Innovación y Desarrollo ,10,9,Si,Si,,Do Not Recommend,Do Not Recommend,Recommend,Do Not Recommend,Recommend,,,,,,
México,230321217,F,Negocios Internacionales,Egresado,9,,,,,,,,,,,,,,
México,230321030,F,Negocios Internacionales,8,9,,,,,,,,,,,,,,
México,230321065,M,Ing. Mecánica,9,9,Si,Si,Si,Do Not Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,,,,,,
México,230321206,M,Ing. Mecatrónica/Electrónica,10,9,,,,,,,,,,,,,,
México,230321270,M,Economía/Finanzas,6,9,Si,Si,,,,,,,,,,,,
México,230321001,M,Ing. Industrial,8,9,Si,Si,,Do Not Recommend,Recommend,Recommend,Do Not Recommend,Highly Recommend,,,,,,
México,230321143,F,Relaciones Internacionales,8,9,,,,,,,,,,,,,,
México,230321209,M,Negocios Internacionales,8,9,Si,Si,Si,Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Apto,,C1 - Advanced,Apto,,
México,230321169,M,Ing. Mecánica,10,9,,,,,,,,,,,,,,
México,230321035,M,Economía/Finanzas,5,9,Si,Si,Si,Do Not Recommend,Highly Recommend,Do Not Recommend,Recommend,Do Not Recommend,,,,,,
México,230321011,M,Ing. Mecatrónica/Electrónica,Egresado,9,Si,,,,,,,,,,,,,
México,230321189,F,Ing. Industrial,6,9,,,,,,,,,,,,,,
México,230321146,M,Economía/Finanzas,8,9,,,,,,,,,,,,,,
México,230321111,M,Ing. Química,9,9,,,,,,,,,,,,,,
México,230321096,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321113,M,Ing. Mecatrónica/Electrónica,10,9,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321119,M,Ing. Nanotecnología,8,9,Si,Si,Si,Do Not Recommend,Highly Recommend,Do Not Recommend,Recommend,Do Not Recommend,Apto,,B1 - Low Intermediate,Apto,,
México,230321047,M,Negocios Internacionales,7,9,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Recommend,,,,,,
México,230321013,M,Ing. Industrial,10,9,Si,Si,Si,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321264,M,Ing. Mecánica,8,9,,,,,,,,,,,,,,
México,230321228,M,Ing. Mecatrónica/Electrónica,9,9,,,,,,,,,,,,,,
México,230321211,F,Ing. Desarrollo Sustentable,6,9,,,,,,,,,,,,,,
México,230321250,M,Ing. Mecatrónica/Electrónica,8,9,Si,Si,Si,Recommend,Highly Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,,,,,,
México,230321210,M,Ing. Mecánica,10,9,,,,,,,,,,,,,,
México,230321263,M,Ing. Mecatrónica/Electrónica,10,9,Si,Si,Si,Recommend,Highly Recommend,Highly Recommend,Recommend,Recommend,,,B1 - Low Intermediate,,,
México,230321135,F,Mercadotecnia,8,9,,,,,,,,,,,,,,
México,230321198,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321246,F,Ing. Mecánica,Egresado,9,Si,,,,,,,,,,,,,
México,230321152,F,Ing. Química,6,9,,,,,,,,,,,,,,
México,230321012,M,Ing. Diseño Automotriz,9,9,,,,,,,,,,,,,,
México,230321056,M,Ing. Industrial,10,9,Si,Si,Si,Highly Recommend,Do Not Recommend,Do Not Recommend,Recommend,Do Not Recommend,,,,,,
México,230321006,M,Ing. Mecánica,Egresado,9,Si,,,,,,,,,,,,,
México,230321157,M,Ing. Industrial,6,9,Si,Si,Si,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321267,F,Negocios Internacionales,8,9,,,,,,,,,,,,,,
México,230321151,F,Administración,6,9,Si,Si,Si,Highly Recommend,Recommend,Do Not Recommend,Highly Recommend,Highly Recommend,,,,,,
México,230321164,M,Ing. Industrial,4,9,,,,,,,,,,,,,,
México,230321225,F,Ing. Nanotecnología,8,9,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Recommend,Do Not Recommend,,,,,,
México,230321172,M,Ing. Mecatrónica/Electrónica,11,9,Si,,,,,,,,,,,,,
México,230321197,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321050,M,Ing. Mecatrónica/Electrónica,7,9,Si,Si,Si,Highly Recommend,Recommend,Highly Recommend,Recommend,Highly Recommend,Apto,Destacado,B2 - High Intermediate,Apto,Si,Si
México,230321162,M,Ing. Industrial,4,9,,,,,,,,,,,,,,
México,230321141,M,Negocios Internacionales,8,9,Si,Si,Si,Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Recommend,,,,,,
México,230321118,F,Ing. Nanotecnología,9,9,,,,,,,,,,,,,,
México,230321077,M,Ing. Desarrollo Sustentable,9,9,Si,Si,Si,Do Not Recommend,Highly Recommend,Recommend,Do Not Recommend,Highly Recommend,,,,,,
México,230321203,M,Ing. Química,8,9,,,,,,,,,,,,,,
México,230321028,F,Negocios Internacionales,8,9,,,,,,,,,,,,,,
México,230321020,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321084,F,Ing. Industrial,6,9,Si,Si,,,,,,,,,,,,
México,230321117,M,Ing. Nanotecnología,10,9,,,,,,,,,,,,,,
México,230321126,M,Contabilidad,Egresado,9,Si,,,,,,,,,,,,,
México,230321216,F,Ing. Mecatrónica/Electrónica,9,9,,,,,,,,,,,,,,
México,230321083,F,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,230321015,M,Ing. Química,10,9,Si,,,,,,,,,,,,,
México,230321227,M,Ing. Mecatrónica/Electrónica,10,9,,,,,,,,,,,,,,
México,230321252,M,Ing. Industrial,6,9,Si,Si,,,,,,,,,,,,
México,230321106,M,Ing. Nanotecnología,Egresado,9,Si,,,,,,,,,,,,,
México,230321091,F,Ing. Industrial,8,9,Si,Si,Si,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,,,A2 - High Beginner,,,
México,230321033,M,Ing. Mecatrónica/Electrónica,6,9,Si,Si,Si,Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,B2 - High Intermediate,Apto,Si,Si
México,230321025,M,Ing. Robótica y Sistemas Digitales,8,9,,,,,,,,,,,,,,
México,230321023,M,Administración,7,9,,,,,,,,,,,,,,
México,230321099,M,Ing. Mecatrónica/Electrónica,9,9,,,,,,,,,,,,,,
México,230321093,M,Ing. Mecánica,Egresado,9,Si,,,,,,,,,,,,,
México,230321218,F,Ing. Nanotecnología,Egresado,9,,,,,,,,,,,,,,
México,230321043,F,Contabilidad,8,9,,,,,,,,,,,,,,
México,230321003,M,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,230321133,M,Ing. Industrial,8,9,,,,,,,,,,,,,,
México,230321188,M,Ing. Civil,8,9,Si,,,,,,,,,,,,,
México,230321177,M,Ing. Innovación y Desarrollo,8,9,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321094,M,Ing. Física,10,9,Si,Si,Si,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321002,M,Ing. Química,9,9,Si,Si,Si,Highly Recommend,Highly Recommend,Do Not Recommend,Recommend,Do Not Recommend,,,A2 - High Beginner,,,
México,230321139,M,Ing. Mecatrónica/Electrónica,8,9,Si,Si,,Do Not Recommend,Do Not Recommend,Recommend,Recommend,Do Not Recommend,,,,,,
México,230321041,M,Ing. Química,10,9,Si,Si,Si,Do Not Recommend,Do Not Recommend,Highly Recommend,Recommend,Recommend,,,,,,
México,230321102,M,Ing. Mecatrónica/Electrónica,Egresado,9,Si,,,,,,,,,,,,,
México,230321101,M,Ing. Mecatrónica/Electrónica,10,9,,,,,,,,,,,,,,
México,230321132,M,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321090,M,Ing. Mecatrónica/Electrónica,9,9,,,,,,,,,,,,,,
México,230321262,M,Ing. Biotecnología,6,9,Si,Si,,Do Not Recommend,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321192,M,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321259,F,Ing. Desarrollo Sustentable,6,9,Si,Si,Si,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,,,B2 - High Intermediate,,,
México,230321046,M,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321187,M,Ing. Biotecnología,8,9,,,,,,,,,,,,,,
México,230321095,M,Ing. Mecánica,9,9,,,,,,,,,,,,,,
México,230321087,M,Ing. Mecatrónica/Electrónica,10,9,Si,,,,,,,,,,,,,
México,230321018,M,Ing. Mecatrónica/Electrónica,8,9,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321173,M,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,230321175,F,Ing. Industrial,Egresado,9,,,,,,,,,,,,,,
México,230321082,M,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,230321062,F,Administración,8,9,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321161,F,Ing. Desarrollo Sustentable,4,9,,,,,,,,,,,,,,
México,230321242,F,Ing. Química,8,9,Si,Si,Si,Highly Recommend,Highly Recommend,Do Not Recommend,Highly Recommend,Highly Recommend,,,B2 - High Intermediate,,,
México,230321184,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321042,F,Ing. Química,10,9,Si,Si,Si,Do Not Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Recommend,,,C1 - Advanced,,,
México,230321076,F,Ing. Industrial,Egresado,9,Si,,,,,,,,,,,,,
México,230321122,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321068,F,Ing. Química,10,9,Si,Si,,Do Not Recommend,Do Not Recommend,Recommend,Do Not Recommend,Highly Recommend,,,,,,
México,230321158,F,Negocios Internacionales,6,9,,,,,,,,,,,,,,
México,230321201,F,Ing. Industrial,Egresado,9,,,,,,,,,,,,,,
México,230321078,F,Ing. Física,8,9,Si,Si,Si,Highly Recommend,Highly Recommend,Highly Recommend,Recommend,Do Not Recommend,Apto,,B2 - High Intermediate,Apto,,
México,230321075,F,Ing. Innovación y Desarrollo,8,9,,,,,,,,,,,,,,
México,230321179,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321017,M,Ing. Química,10,9,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Recommend,,,,,,
México,230321108,M,Ing. Industrial,9,9,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321168,M,Ing. Química,12,9,Si,,,,,,,,,,,,,
México,230321136,M,Ing. Industrial,8,9,Si,Si,Si,Do Not Recommend,Highly Recommend,Do Not Recommend,Highly Recommend,Highly Recommend,,,,,,
México,230321054,M,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321156,M,Ing. Mecánica,5,9,Si,Si,Si,Do Not Recommend,Highly Recommend,Highly Recommend,Do Not Recommend,Highly Recommend,,,,,,
México,230321174,M,Ing. Mecatrónica/Electrónica,10,9,,,,,,,,,,,,,,
México,230321060,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321066,M,Ing. Química,Egresado,9,Si,,,,,,,,,,,,,
México,230321142,M,Ing. Química,8,9,,,,,,,,,,,,,,
México,230321170,F,Ing. Industrial,10,9,Si,Si,Si,Do Not Recommend,Recommend,Highly Recommend,Do Not Recommend,Highly Recommend,,,C1 - Advanced,,,
México,230321029,F,Negocios Internacionales,8,9,Si,Si,Si,Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,,,,,,
México,230321191,F,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,230321153,F,Ing. Química,6,9,Si,Si,Si,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,,,,,,
México,230321154,F,Ing. Física,6,9,,,,,,,,,,,,,,
México,230321044,F,Ing. Química,8,9,Si,Si,,Recommend,Do Not Recommend,Recommend,Do Not Recommend,Highly Recommend,,,,,,
México,230321061,F,Mercadotecnia,10,9,Si,Si,,,,,,,,,,,,
México,230321137,F,Ing. Química,8,9,Si,Si,Si,Highly Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,,,C1 - Advanced,,,
México,230321064,F,Ing. Química,Egresado,9,,,,,,,,,,,,,,
México,230321265,F,Ing. Química,4,9,Si,Si,,,,,,,,,,,,
México,230321165,F,Ing. Industrial,4,9,,,,,,,,,,,,,,
México,230321176,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321233,M,Ing. Industrial,4,9,,,,,,,,,,,,,,
México,230321052,M,Ing. Química,6,9,,,,,,,,,,,,,,
México,230321180,M,Ing. Mecánica,9,9,,,,,,,,,,,,,,
México,230321235,F,Ing. Biotecnología,Egresado,9,Si,,,,,,,,,,,,,
México,230321129,F,Ing. Mecatrónica/Electrónica,6,9,,,,,,,,,,,,,,
México,230321027,F,Ing. Industrial,7,9,Si,Si,,,,,,,,,,,,
México,230321138,M,Ing. Nanotecnología,8,9,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321167,M,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321131,M,Ing. Robótica y Sistemas Digitales,10,9,,,,,,,,,,,,,,
México,230321251,M,Ing. Mecatrónica/Electrónica,8,9,Si,,,,,,,,,,,,,
México,230321051,M,Ing. Industrial,6,9,Si,Si,Si,Highly Recommend,Do Not Recommend,Recommend,Recommend,Highly Recommend,,,B1 - Low Intermediate,,,
México,230321019,F,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,230321171,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321194,F,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,230321121,F,Ing. Nanotecnología,9,9,,,,,,,,,,,,,,
México,230321120,F,Ing. Nanotecnología,7,9,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Recommend,,,,,,
México,230321072,M,Ing. Física,10,9,Si,Si,Si,Highly Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Recommend,,,B2 - High Intermediate,,,
México,230321268,M,Administración,Egresado,9,,,,,,,,,,,,,,
México,230321163,M,Ing. Química,4,9,,,,,,,,,,,,,,
México,230321256,M,Ing. Mecánica,6,9,,,,,,,,,,,,,,
México,230321079,M,Ing. Industrial,10,9,Si,Si,Si,Highly Recommend,Recommend,Do Not Recommend,Recommend,Do Not Recommend,,,,,,
México,230321134,M,Ing. Mecánica,8,9,Si,Si,Si,Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,,,,,,
México,230321024,M,Ing. Química,8,9,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321088,M,Ing. Química,8,9,Si,Si,Si,Highly Recommend,Recommend,Highly Recommend,Recommend,Highly Recommend,,,C1 - Advanced,,,
México,230321144,F,Economía/Finanzas,8,9,,,,,,,,,,,,,,
México,230321147,F,Comunicación,7,9,,,,,,,,,,,,,,
México,230321123,M,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321005,F,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321266,F,Economía/Finanzas,6,9,Si,Si,,,,,,,,,,,,
México,230321186,M,Ing. Industrial,8,9,,,,,,,,,,,,,,
México,230321031,M,Ing. Industrial,6,9,Si,Si,Si,Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321196,M,Ing. Química,10,9,,,,,,,,,,,,,,
México,230321204,M,Ing. Mecánica,8,9,,,,,,,,,,,,,,
México,230321220,M,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321257,M,Ing. Industrial,6,9,Si,Si,Si,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321063,M,Ing. Industrial,10,9,,,,,,,,,,,,,,
México,230321155,M,Ing. Mecatrónica/Electrónica,4,9,,,,,,,,,,,,,,
México,230321004,M,Ing. Química,Egresado,9,Si,,,,,,,,,,,,,
México,230321034,M,Ing. Química,6,9,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,230321089,M,Economía/Finanzas,8,9,,,,,,,,,,,,,,
México,230321195,M,Ing. Mecatrónica/Electrónica,10,9,,,,,,,,,,,,,,
México,230321086,M,Ing. Mecánica,9,9,Si,,,,,,,,,,,,,
México,230321199,M,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,230321213,F,Ing. Química,Egresado,9,,,,,,,,,,,,,,
México,230321048,M,Economía/Finanzas,9,9,Si,Si,,,,,,,,,,,,
México,230321149,M,Ing. Mecánica,7,9,Si,Si,Si,Recommend,Highly Recommend,Do Not Recommend,Recommend,Recommend,,,C2 - Mastery,,,
México,230321226,F,Ing. Nanotecnología,10,9,,,,,,,,,,,,,,
México,230321224,M,Comunicación,7,9,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Apto,,B2 - High Intermediate,,,Si
México,230321055,M,Ing. Industrial,10,9,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
